title;author;soldBy;stars;price;isKindleUnlimited;isBestSeller;Genre;publishedYear
Once There Were Wolves: A Novel;Charlotte McConaghy;Macmillan;4.4;11.99;FALSE;FALSE;Literature & Fiction;2021
The Power;Naomi Alderman;Hachette Book Group;4.2;11.99;FALSE;FALSE;Literature & Fiction;2017
Last Courtesan of Olympus;Amanda Meuwissen;Amazon.com Services LLC;4.5;3.99;TRUE;FALSE;Literature & Fiction;2023
The Radcliffe Ladies' Reading Club: A Novel;Julia Bryan Thomas;Amazon.com Services LLC;4.1;7.39;FALSE;FALSE;Literature & Fiction;2023
We Could Be So Good: A Novel;Cat Sebastian;HarperCollins Publishers;4.7;9.99;FALSE;FALSE;Literature & Fiction;2023
Last Stand: The Complete Gunn & Salvo Series (Books 1-8) (Complete Series Box Sets);Joshua James;Amazon.com Services LLC;4.5;0.99;TRUE;FALSE;Literature & Fiction;2023
The Trade: A Teammate's Sister Romantic Standalone;Meghan Quinn;Amazon.com Services LLC;4.4;4.99;TRUE;FALSE;Literature & Fiction;2020
The Tobacco Wives: A Novel;Adele Myers;HarperCollins Publishers;4.2;14.49;FALSE;FALSE;Literature & Fiction;2022
The Summer House: A gorgeous feel good romance that will have you hooked;Jenny Hale;Amazon.com Services LLC;4.4;3.99;FALSE;FALSE;Literature & Fiction;2017
Gravity;Tal Bauer;Amazon.com Services LLC;4.5;4.99;TRUE;FALSE;Literature & Fiction;2022
Ariadne: A Novel;Jennifer Saint;Macmillan;4.3;11.99;TRUE;FALSE;Literature & Fiction;2021
Ask Again, Yes: A Novel;Mary Beth Keane;Simon and Schuster Digital Sales Inc;4.2;13.99;FALSE;FALSE;Literature & Fiction;2019
Wedding of the Season: A Novel;Lauren Edmondson;Harlequin Digital Sales Corp.;4;10.99;FALSE;FALSE;Literature & Fiction;2023
Sea of Memories;Fiona Valpy;Amazon.com Services LLC;4.6;4.99;TRUE;FALSE;Literature & Fiction;2018
The King In Red: An Eldritch Monster Romance;Ava Hall;Amazon.com Services LLC;4.2;4.99;TRUE;FALSE;Literature & Fiction;2023
Texas: A Novel;James A. Michener;Random House LLC;4.6;15.99;FALSE;FALSE;Literature & Fiction;2014
The Ship of Brides: A Novel;Jojo Moyes;Penguin Group (USA) LLC;4.2;9.99;FALSE;FALSE;Literature & Fiction;2014
Lost and Found: (A Clean Amish Christian Romance Novel);Suzanne Woods Fisher;Amazon.com Services LLC;4.5;12.81;FALSE;FALSE;Literature & Fiction;2023
No Small Bet: A Grumpy Single Dad/Nanny Romance;Samantha Christy;Amazon.com Services LLC;4.6;4.99;TRUE;FALSE;Literature & Fiction;2023
Conversations with Friends: A Novel;Sally Rooney;Random House LLC;4.1;11.99;FALSE;FALSE;Literature & Fiction;2017
Doc Blackwell : (Texas Justice) A Western Frontier Story;James Leonard;Amazon.com Services LLC;4.3;0.99;TRUE;FALSE;Literature & Fiction;2023
Taken by the Dark Billionaires;Chloe Kent;Amazon.com Services LLC;4.5;3.99;FALSE;FALSE;Literature & Fiction;2023
Save the Drama for Your Mama;Rich Amooi;Amazon.com Services LLC;4.8;4.99;TRUE;FALSE;Literature & Fiction;2023
Pack Up the Moon;Kristan Higgins;Penguin Group (USA) LLC;4.6;7.99;FALSE;FALSE;Literature & Fiction;2021
The Beach House: A totally gripping, utterly romantic and emotional page-turner;Jenny Hale;Amazon.com Services LLC;4.5;3.99;TRUE;FALSE;Literature & Fiction;2021
Churchill's Secret Messenger: A WW2 Novel of Spies & the French Resistance;Alan Hlad;Amazon.com Services LLC;4.5;3.99;FALSE;FALSE;Literature & Fiction;2021
Stepdaddy Season;Natisha Raynor;Amazon.com Services LLC;4.7;5.99;TRUE;FALSE;Literature & Fiction;2023
A Lady's Guide to Fortune-Hunting: A Novel;Sophie Irwin;Penguin Group (USA) LLC;4.3;4.99;FALSE;FALSE;Literature & Fiction;2022
Sugar Daddies;Jade West;Amazon.com Services LLC;4.3;3.99;TRUE;FALSE;Literature & Fiction;2016
A Life Intercepted: A Novel;Charles Martin;Hachette Book Group;4.6;1.99;FALSE;FALSE;Literature & Fiction;2014
The Storyteller of Casablanca;Fiona Valpy;Amazon.com Services LLC;4.5;4.99;TRUE;FALSE;Literature & Fiction;2021
Surviving Savannah;Patti Callahan;Penguin Group (USA) LLC;4.5;13.99;FALSE;FALSE;Literature & Fiction;2021
Whisky Business: A grumpy sunshine Highland romance;Elliot Fletcher;Amazon.com Services LLC;4.4;3.99;TRUE;FALSE;Literature & Fiction;2023
Earthlings: A Novel;Sayaka Murata;Amazon.com Services LLC;3.8;3.99;FALSE;FALSE;Literature & Fiction;2023
No Saint: A standalone dark romance;Ria Wilde;Amazon.com Services LLC;4.3;3.99;TRUE;FALSE;Literature & Fiction;2022
My Brother's Best Friends: A Contemporary Reverse Harem Romance;Rebel Bloom;Amazon.com Services LLC;4.5;2.99;TRUE;FALSE;Literature & Fiction;2022
The Perfect Catch: A Forbidden Workplace Standalone;Meghan Quinn;Amazon.com Services LLC;4.6;4.99;TRUE;FALSE;Literature & Fiction;2021
The Hideaway;Lauren K. Denton;HarperCollins Publishing;4.3;10.99;TRUE;FALSE;Literature & Fiction;2017
Tinkers: 10th Anniversary Edition;Paul Harding;Amazon.com Services LLC;4;12.99;FALSE;FALSE;Literature & Fiction;2019
Mobility: A Novel;Lydia Kiesling;Amazon.com Services LLC;4.3;11.49;FALSE;FALSE;Literature & Fiction;2023
A Woman Is No Man: A Read with Jenna Pick;Etaf Rum;HarperCollins Publishers;4.4;12.49;TRUE;FALSE;Literature & Fiction;2019
A Billionaire's Weakness;Londyn Lenz;Amazon.com Services LLC;4.7;2.99;TRUE;FALSE;Literature & Fiction;2023
The Zone of Interest: A novel;Martin Amis;Random House LLC;4.1;9.99;FALSE;FALSE;Literature & Fiction;2014
The Girls: A Novel;Emma Cline;Random House LLC;3.8;9.99;FALSE;FALSE;Literature & Fiction;2016
The Hotel;Pamela M. Kelley;Amazon.com Services LLC;4.4;4.99;FALSE;FALSE;Literature & Fiction;2021
Worthy;Catherine Ryan Hyde;Amazon.com Services LLC;4.3;4.49;TRUE;FALSE;Literature & Fiction;2015
Have You Seen Luis Velez?;Catherine Ryan Hyde;Amazon.com Services LLC;4.6;5.99;TRUE;FALSE;Literature & Fiction;2019
A Vintage Vacation: The perfect feel-good summer read from Maddie Please for 2023;Maddie Please;Amazon.com Services LLC;4.5;4.99;TRUE;FALSE;Literature & Fiction;2023
Marie-Madeleine : World War II Women Spies;Kit Sergeant;Amazon.com Services LLC;4.5;3.99;TRUE;FALSE;Literature & Fiction;2023
Serendipity;Fern Michaels;Amazon.com Services LLC;4.5;3.99;TRUE;FALSE;Literature & Fiction;2014
The Singing Trees: A Novel;Boo Walker;Amazon.com Services LLC;4.4;4.99;TRUE;FALSE;Literature & Fiction;2021
About That Kiss;Harper Bliss;Amazon.com Services LLC;4.7;7.99;FALSE;FALSE;Literature & Fiction;2021
Bitter Sweet Heart;H. Hunting;Amazon.com Services LLC;4.5;4.99;TRUE;FALSE;Literature & Fiction;2022
Gang Over Love;Natisha Raynor;Amazon.com Services LLC;4.5;4.99;TRUE;FALSE;Literature & Fiction;2023
Once More with Feeling: A Novel;Elissa Sussman;Random House LLC;4;11.99;FALSE;FALSE;Literature & Fiction;2023
Beautiful World, Where Are You: A Novel;Sally Rooney;Macmillan;3.9;11.99;FALSE;FALSE;Literature & Fiction;2021
The Daughter of Doctor Moreau;Silvia Moreno-Garcia;Random House LLC;4.1;13.99;FALSE;FALSE;Literature & Fiction;2022
Light From Uncommon Stars;Ryka Aoki;Macmillan;4.5;11.99;TRUE;FALSE;Literature & Fiction;2021
Under a Gilded Sky: An utterly heart-wrenching historical novel of star-crossed love and survival;Imogen Martin;Amazon.com Services LLC;4.3;3.99;FALSE;FALSE;Literature & Fiction;2023
My Stepmother's Secret: An incredibly powerful and heartbreaking story about a family dilemma;Emma Robinson;Amazon.com Services LLC;4.3;3.99;TRUE;FALSE;Literature & Fiction;2023
Lapvona: A Novel;Ottessa Moshfegh;Penguin Group (USA) LLC;4;4.99;FALSE;FALSE;Literature & Fiction;2022
Been About You;A.C. Taylor;Amazon.com Services LLC;4.4;1.99;TRUE;FALSE;Literature & Fiction;2023
Norse Mythology;Neil Gaiman;Amazon.com Services LLC;4.5;8.61;FALSE;FALSE;Literature & Fiction;2017
Camp Damascus;Chuck Tingle;Macmillan;4.6;13.99;FALSE;FALSE;Literature & Fiction;2023
Famous in a Small Town: The Perfect Summer Read;Viola Shipman;Harlequin Digital Sales Corp.;4.5;11.99;FALSE;FALSE;Literature & Fiction;2023
Clever Lass: A Pride and Prejudice Variation;Mary Alice Alexander;Amazon.com Services LLC;4.1;7.99;TRUE;FALSE;Literature & Fiction;2023
The Irish Nanny: An absolutely heart-wrenching Irish WW2 story;Sandy Taylor;Amazon.com Services LLC;4.4;3.99;TRUE;FALSE;Literature & Fiction;2021
Carnal Innocence: A Novel;Nora Roberts;Random House LLC;4.5;9.99;FALSE;FALSE;Literature & Fiction;2009
Becoming Mrs. Lewis: The Improbable Love Story of Joy Davidman and C. S. Lewis;Patti Callahan;HarperCollins Publishing;4.5;11.99;FALSE;FALSE;Literature & Fiction;2018
The Horse Dancer: A Novel;Jojo Moyes;Penguin Group (USA) LLC;4.4;12.99;FALSE;FALSE;Literature & Fiction;2017
Wrath: An Enemies to Lovers MM Sports Romance Standalone;Ellis James;Amazon.com Services LLC;4.6;5.99;TRUE;FALSE;Literature & Fiction;2021
In Farleigh Field: A Novel of World War II;Rhys Bowen;Amazon.com Services LLC;4.2;5.49;TRUE;FALSE;Literature & Fiction;2017
Sanctuary;Nora Roberts;Penguin Group (USA) LLC;4.5;7.99;FALSE;FALSE;Literature & Fiction;1998
Clytemnestra: A Novel;Costanza Casati;Amazon.com Services LLC;4.4;1.99;FALSE;FALSE;Literature & Fiction;2023
Feral Outbreak: A Post-Apocalyptic Thriller;Sean Liscom;Amazon.com Services LLC;4.5;2.99;TRUE;FALSE;Literature & Fiction;2023
THE GIRLS IN THE CABIN an absolutely unputdownable psychological thriller packed with heart-stopping twists;CALEB STEPHENS;Amazon.com Services LLC;4.2;3.99;TRUE;FALSE;Literature & Fiction;2023
Junkyard War;Faith Hunter;Amazon.com Services LLC;4.8;3.99;FALSE;FALSE;Literature & Fiction;2023
Claimed by 3 Bikers: An Age-Gap Enemies to Lover MC Reverse Harem;Raven Blaire;Amazon.com Services LLC;4.2;0.99;TRUE;FALSE;Literature & Fiction;2023
Rubicon;J. S. Dewes;Macmillan;4.2;12.99;FALSE;FALSE;Literature & Fiction;2023
When We Meet Again;Kristin Harmel;Simon and Schuster Digital Sales Inc;4.5;13.99;FALSE;FALSE;Literature & Fiction;2016
Not Just Gal Pals: A Sapphic Small-Town Romantic Comedy;Elizabeth Luly;Amazon.com Services LLC;4.5;4.99;TRUE;FALSE;Literature & Fiction;2023
Middlesex: A Novel;Jeffrey Eugenides;Macmillan;4.4;12.99;TRUE;FALSE;Literature & Fiction;2002
Dead Silence;S.A. Barnes;Macmillan;4.2;11.99;TRUE;FALSE;Literature & Fiction;2022
Guardian;Sara Fields;Amazon.com Services LLC;4.1;4.95;TRUE;FALSE;Literature & Fiction;2023
Cherish;Kris Bryant;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Literature & Fiction;2023
Giovanni's Room (Vintage International);James Baldwin;Random House LLC;4.6;12.99;FALSE;FALSE;Literature & Fiction;2013
The Book of Lost and Found: A Novel;Lucy Foley;Hachette Book Group;4.3;6.99;FALSE;FALSE;Literature & Fiction;2015
The Invention of Wings: With Notes (Oprah's Book Club 2.0 3);Sue Monk Kidd;Penguin Group (USA) LLC;4.5;6.99;FALSE;FALSE;Literature & Fiction;2014
Such Good Friends: A Novel of Truman Capote & Lee Radziwill;Stephen Greco;Amazon.com Services LLC;4;9.99;FALSE;FALSE;Literature & Fiction;2023
The Sandcastle Hurricane;Carolyn Brown;Amazon.com Services LLC;4.5;5.99;TRUE;FALSE;Literature & Fiction;2022
All Good Things;Amanda Prowse;Amazon.com Services LLC;3.9;4.99;TRUE;FALSE;Literature & Fiction;2023
The Wedding Crasher: A Novel;Mia Sosa;HarperCollins Publishers;4.1;1.99;FALSE;FALSE;Literature & Fiction;2022
The Seed Keeper: A Novel;Diane Wilson;Amazon.com Services LLC;4.5;8.99;FALSE;FALSE;Literature & Fiction;2021
Milk Fed: A Novel;Melissa Broder;Simon and Schuster Digital Sales Inc;3.8;13.99;FALSE;FALSE;Literature & Fiction;2021
The Book Eaters;Sunyi Dean;Macmillan;4.1;12.99;FALSE;FALSE;Literature & Fiction;2022
Suttree (Vintage International);Cormac McCarthy;Random House LLC;4.4;12.99;FALSE;FALSE;Literature & Fiction;2010
Chasing Clouds;Kathryn Andrews;Amazon.com Services LLC;4.6;4.99;TRUE;FALSE;Literature & Fiction;2018
The Bet;Max Monroe;Amazon.com Services LLC;4.4;5.99;TRUE;FALSE;Literature & Fiction;2021
The Hypnotist's Love Story;Liane Moriarty;Penguin Group (USA) LLC;4.1;9.99;FALSE;FALSE;Literature & Fiction;2012
Overtime: A Second Chance Sports Romance;Maggie Rawdon;Amazon.com Services LLC;4.4;4.99;TRUE;FALSE;Literature & Fiction;2023
The Due Date: A Billionaire Baby Romance;Iesha Bree;Amazon.com Services LLC;4.5;2.99;TRUE;FALSE;Literature & Fiction;2023
When We Had Wings;Ariel Lawhon;HarperCollins Publishing;4.5;12.99;FALSE;FALSE;Literature & Fiction;2022
One Last Day of Summer: A novel of love, family and friendship from #1 bestseller Shari Low;Shari Low;Amazon.com Services LLC;4.5;0.99;TRUE;FALSE;Literature & Fiction;2022
Our Stolen Child: An absolutely gripping and heartbreaking page-turner;Melissa Wiesner;Amazon.com Services LLC;4.5;3.99;TRUE;FALSE;Literature & Fiction;2022
The Tommyknockers;Stephen King;Simon and Schuster Digital Sales Inc;4.4;10.99;FALSE;FALSE;Literature & Fiction;2016
The Vow;Susan Cochran;Amazon.com Services LLC;4.4;4.99;FALSE;FALSE;Literature & Fiction;2023
Every Breath;Nicholas Sparks;Hachette Book Group;4.6;9.99;FALSE;FALSE;Literature & Fiction;2018
The Story Collector;Evie Gaughan;Amazon.com Services LLC;4.4;2.99;TRUE;FALSE;Literature & Fiction;2018
Cackle;Rachel Harrison;Penguin Group (USA) LLC;4.2;12.99;FALSE;FALSE;Literature & Fiction;2021
Lily and the Octopus;Steven Rowley;Simon and Schuster Digital Sales Inc;4.2;13.99;FALSE;FALSE;Literature & Fiction;2016
A Child's Goodbye: An absolutely gripping and emotional page-turner;Ali Mercer;Amazon.com Services LLC;4.2;3.99;TRUE;FALSE;Literature & Fiction;2023
The Art of Racing in the Rain: A Novel;Garth Stein;HarperCollins Publishers;4.6;14.99;TRUE;FALSE;Literature & Fiction;2009
Cleopatra and Frankenstein;Coco Mellors;Amazon.com Services LLC;4.2;9.02;FALSE;FALSE;Literature & Fiction;2022
One U.G.L.Y. Marine Complete Series Boxed Set;Michael Anderle;Amazon.com Services LLC;4.5;0.99;TRUE;FALSE;Literature & Fiction;2023
The Getaway Girls: A hilarious feel good summer read;Dee MacDonald;Amazon.com Services LLC;4.2;2.99;TRUE;FALSE;Literature & Fiction;2018
Silver Bay: A Novel;Jojo Moyes;Penguin Group (USA) LLC;4.3;9.99;FALSE;FALSE;Literature & Fiction;2014
Spring House;Mary Ellen Taylor;Amazon.com Services LLC;4.5;4.99;TRUE;FALSE;Literature & Fiction;2019
Two by Two;Nicholas Sparks;Hachette Book Group;4.4;8.99;FALSE;FALSE;Literature & Fiction;2016
The Gin Sisters' Promise: The most emotional and heartwarming read to curl up with, from the Kindle #1 bestselling author;Faith Hogan;Amazon.com Services LLC;4.3;4.99;TRUE;FALSE;Literature & Fiction;2022
Members Only;Lise Gold;Amazon.com Services LLC;4.6;6.99;TRUE;FALSE;Literature & Fiction;2023
Sorry Not Sorry: The perfect laugh out loud romantic comedy;Sophie Ranald;Amazon.com Services LLC;4;3.99;FALSE;FALSE;Literature & Fiction;2019
Winter Solstice;Rosamunde Pilcher;Macmillan;4.6;12.99;TRUE;FALSE;Literature & Fiction;2011
The Last Heir to Blackwood Library;Hester Fox;Harlequin Digital Sales Corp.;3.9;12.99;FALSE;FALSE;Literature & Fiction;2023
The Sunset Crowd: A Novel;Karin Tanabe;Macmillan;4;14.99;FALSE;FALSE;Literature & Fiction;2023
High Noon;Nora Roberts;Penguin Group (USA) LLC;4.6;8.99;FALSE;FALSE;Literature & Fiction;2007
Monster's Bride;Stasia Black;Amazon.com Services LLC;4.3;3.99;TRUE;FALSE;Literature & Fiction;2023
Sunny Chandler's Return: A Novel;Sandra Brown;Random House LLC;4;8.99;FALSE;FALSE;Literature & Fiction;2007
Supplying Supers: Origins;Ajax Lygan;Amazon.com Services LLC;4.7;4.99;TRUE;FALSE;Literature & Fiction;2023
Losing Sam;Nicole Maser;Amazon.com Services LLC;4.7;9.99;TRUE;FALSE;Literature & Fiction;2023
Quentins;Maeve Binchy;Penguin Group (USA) LLC;4.4;8.99;FALSE;FALSE;Literature & Fiction;2003
The Lager Queen of Minnesota: A Novel;J. Ryan Stradal;Penguin Group (USA) LLC;4.3;9.99;FALSE;FALSE;Literature & Fiction;2019
Free Food for Millionaires;Min Jin Lee;Hachette Book Group;4.2;12.99;FALSE;FALSE;Literature & Fiction;2007
Don Quixote;Miguel de Cervantes;HarperCollins Publishers;4.6;16.49;FALSE;FALSE;Literature & Fiction;2009
The Madonna Secret;Sophie Strand;Simon & Schuster Digital Sales Inc.;4.8;17.99;FALSE;FALSE;Literature & Fiction;2023
California Golden: A Novel;Melanie Benjamin;Random House LLC;3.9;13.99;FALSE;FALSE;Literature & Fiction;2023
Loved and Missed;Susie Boyt;Penguin Random House Publisher Services;4.2;11.99;FALSE;FALSE;Literature & Fiction;2023
The Covenant: A Novel;James A. Michener;Random House LLC;4.5;13.99;FALSE;FALSE;Literature & Fiction;2014
Beautiful: A Novel;Danielle Steel;Random House LLC;4.5;9.99;FALSE;FALSE;Literature & Fiction;2022
The Great Transition: A Novel;Nick Fuller Googins;Simon and Schuster Digital Sales Inc;4.2;14.99;FALSE;FALSE;Literature & Fiction;2023
Picture Perfect Autumn: A Novel;Shelley Noble;HarperCollins Publishers;4.4;9.99;FALSE;FALSE;Literature & Fiction;2023
The Day I Ate Whatever I Wanted: And Other Small Acts of Liberation;Elizabeth Berg;Random House LLC;4.3;9.99;FALSE;FALSE;Literature & Fiction;2008
Hotshot;Clare Lydon;Amazon.com Services LLC;4.5;8.99;TRUE;FALSE;Literature & Fiction;2023
Stone Blind: A Novel;Natalie Haynes;HarperCollins Publishers;4.2;14.99;FALSE;FALSE;Literature & Fiction;2023
Kilt to Order: An Athlete/Nerd Friends to Lovers Romance;Susannah Nix;Amazon.com Services LLC;4.5;4.99;FALSE;FALSE;Literature & Fiction;2023
TIED TO YOU;Syn Blackrose;Amazon.com Services LLC;4.2;4.01;TRUE;TRUE;Literature & Fiction;2023
The Brothers Karamazov: A New Translation by Michael R. Katz;Fyodor Dostoevsky;Amazon.com Services LLC;4.6;26.99;FALSE;FALSE;Literature & Fiction;2023
The Air Raid Book Club: A Novel;Annie Lyons;HarperCollins Publishers;4.4;14.99;FALSE;FALSE;Literature & Fiction;2023
Take Me With You;Nina G. Jones;Amazon.com Services LLC;4.5;4.99;FALSE;FALSE;Literature & Fiction;2016
Hell-Forged: A LitRPG Fantasy Adventure;E.M. Hardy;Amazon.com Services LLC;4.7;4.99;TRUE;FALSE;Literature & Fiction;2023
The President's Wife: A Novel;Tracey Enerson Wood;Amazon.com Services LLC;4.2;8.54;FALSE;FALSE;Literature & Fiction;2023
The Amazing Adventures of Kavalier & Clay (with bonus content): A Novel;Michael Chabon;Random House LLC;4.4;9.99;FALSE;FALSE;Literature & Fiction;2012
The Queen's Fortune: A Novel A Novel of Desiree, Napoleon, and the Dynasty That Outlasted the Empire;Allison Pataki;Random House LLC;4.5;13.99;FALSE;FALSE;Literature & Fiction;2020
In an Instant;Suzanne Redfearn;Amazon.com Services LLC;4.6;4.99;TRUE;FALSE;Literature & Fiction;2020
The Little Italian Hotel: A Novel;Phaedra Patrick;Harlequin Digital Sales Corp.;4;10.99;FALSE;FALSE;Literature & Fiction;2023
Secrets of an Irish House: A gloriously emotional and heartbreaking page-turner;Ann O'Loughlin;Amazon.com Services LLC;4.4;3.99;TRUE;FALSE;Literature & Fiction;2023
Her Husband's Secret: A completely heartbreaking and gripping page-turner set in Ireland;Ann O'Loughlin;Amazon.com Services LLC;4.2;3.99;TRUE;FALSE;Literature & Fiction;2023
Evidence of the Affair;Taylor Jenkins Reid;Amazon.com Services LLC;4.1;0.99;TRUE;TRUE;Literature & Fiction;2018
A Christmas Baby at Goodwill House: The BRAND NEW emotional historical family saga from Fenella J MIller for Christmas 2023;Fenella J Miller;Amazon.com Services LLC;4.6;5.99;TRUE;FALSE;Literature & Fiction;2023
The Suicide Museum: A Novel;Ariel Dorfman;Penguin Random House Publisher Services;4.8;12.99;FALSE;FALSE;Literature & Fiction;2023
How High We Go in the Dark: A Novel;Sequoia Nagamatsu;HarperCollins Publishers;4.1;10.99;FALSE;FALSE;Literature & Fiction;2022
One Day at a Time: A Novel;Danielle Steel;Random House LLC;4.4;8.99;FALSE;FALSE;Literature & Fiction;2009
Left Field Love;C.W. Farnsworth;Amazon.com Services LLC;4.5;4.99;TRUE;FALSE;Literature & Fiction;2023
Exodus;Leon Uris;Amazon.com Services LLC;4.7;2.99;FALSE;FALSE;Literature & Fiction;2016
Goodbye, Eastern Europe: An Intimate History of a Divided Land;Jacob Mikanowski;Random House LLC;4.4;14.99;FALSE;FALSE;Literature & Fiction;2023
The Illustrated Man (Harper Perennial Modern Classics);Ray Bradbury;HarperCollins Publishers;4.6;13.99;FALSE;FALSE;Literature & Fiction;2013
Faith Bass Darling's Last Garage Sale;Lynda Rutledge;Penguin Group (USA) LLC;4.1;12.99;FALSE;FALSE;Literature & Fiction;2012
The Dry Grass of August: A Moving Southern Coming of Age Novel;Anna Jean Mayhew;Amazon.com Services LLC;4.2;9.45;TRUE;FALSE;Literature & Fiction;2011
