title;author;soldBy;stars;price;isKindleUnlimited;isBestSeller;Genre;publishedYear
Mean Reversion Trading: Using Options Spreads and Technical Analysis;Nishant Pant;Amazon.com Services LLC;4.5;9.99;TRUE;FALSE;Nonfiction;2022
7 Powers: The Foundations of Business Strategy;Hamilton Helmer;Amazon.com Services LLC;4.5;9.99;FALSE;FALSE;Nonfiction;2016
Finding Meaning in the Second Half of Life: How to Finally, Really Grow Up;James Hollis;Penguin Group (USA) LLC;4.4;14.99;FALSE;FALSE;Nonfiction;2005
Advanced Futures Trading Strategies: 30 fully tested strategies for multiple trading styles and time frames;Robert Carver;Amazon.com Services LLC;4.4;45.59;FALSE;FALSE;Nonfiction;2023
The Ball in the Air: A Golfing Adventure;Michael Bamberger;Simon and Schuster Digital Sales Inc;4.4;14.99;FALSE;FALSE;Nonfiction;2023
The Resistance Training Revolution: The No-Cardio Way to Burn Fat and Age-Proof Your Body—in Only 60 Minutes a Week;Sal Di Stefano;Hachette Book Group;4.7;12.99;FALSE;FALSE;Nonfiction;2021
Negotiation Genius: How to Overcome Obstacles and Achieve Brilliant Results at the Bargaining Table and Beyond;Deepak Malhotra;Random House LLC;4.5;13.99;FALSE;FALSE;Nonfiction;2007
50 Trades in 50 Weeks: One year of good ideas, dumb mistakes, and timeless trading lessons;Brent Donnelly;Amazon.com Services LLC;5;29.99;FALSE;FALSE;Nonfiction;2023
Intermittent Fasting Transformation: The 45-Day Program for Women to Lose Stubborn Weight, Improve Hormonal Health, and Slow Aging;Cynthia Thurlow;Penguin Group (USA) LLC;4.5;14.99;FALSE;FALSE;Nonfiction;2022
Born to Run 2: The Ultimate Training Guide;Christopher McDougall;Random House LLC;4.5;14.99;FALSE;FALSE;Nonfiction;2022
The Wahls Protocol: A Radical New Way to Treat All Chronic Autoimmune Conditions Using Paleo Principles;Terry Wahls M.D.;Penguin Group (USA) LLC;4.6;9.99;FALSE;TRUE;Nonfiction;2014
Wheat Belly (Revised and Expanded Edition): Lose the Wheat, Lose the Weight, and Find Your Path Back to Health;William Davis;Random House LLC;4.6;9.99;FALSE;FALSE;Nonfiction;2019
Hitting the Wall: Eliminate the Beliefs That Sabotage Your Business and Your Life;Shelly Lefkoe;Amazon.com Services LLC;4.9;0;FALSE;FALSE;Nonfiction;2023
The End of Reality: How Four Billionaires are Selling a Fantasy Future of the Metaverse, Mars, and Crypto;Jonathan Taplin;Hachette Book Group;3.9;18.99;FALSE;FALSE;Nonfiction;2023
The Lords of Easy Money: How the Federal Reserve Broke the American Economy;Christopher Leonard;Simon and Schuster Digital Sales Inc;4.6;13.99;FALSE;FALSE;Nonfiction;2022
One Question a Day: A Five-Year Journal: A Personal Time Capsule of Questions and Answers (Kindle Scribe Only);Aimee Chase;Macmillan;4.7;10.99;FALSE;FALSE;Nonfiction;2022
Hashimoto's Protocol: A 90-Day Plan for Reversing Thyroid Symptoms and Getting Your Life Back;Izabella Wentz PharmD.;HarperCollins Publishers;4.6;20.99;TRUE;FALSE;Nonfiction;2017
Compton Street Legend: Notorious Keffe D’s Street-Level Accounts of Tupac and Biggie Murders, Death Row Origins, Suge Knight, Puffy Combs, and Crooked Cops;Duane 'Keffe D' Davis;Amazon.com Services LLC;4.3;9.99;FALSE;FALSE;Nonfiction;2019
Silver Alert;Lee Smith;Hachette Book Group;4.1;5.99;FALSE;FALSE;Nonfiction;2023
Fluent Forever: How to Learn Any Language Fast and Never Forget It;Gabriel Wyner;Random House LLC;4.6;9.99;FALSE;FALSE;Nonfiction;2014
GUIDE TO California Planning sixth edition;William Fulton;Amazon.com Services LLC;3;35;FALSE;TRUE;Nonfiction;2022
The Seven Primal Questions: Take Control of the Hidden Forces That Drive You;Mike Foster;Amazon.com Services LLC;4.9;9.99;FALSE;FALSE;Nonfiction;2023
The Science of Stuck: Breaking Through Inertia to Find Your Path Forward;Britt Frank;Penguin Group (USA) LLC;4.7;4.99;FALSE;FALSE;Nonfiction;2022
The Great CEO Within: The Tactical Guide to Company Building;Matt Mochary;Amazon.com Services LLC;4.6;8.99;FALSE;FALSE;Nonfiction;2019
Flawless Consulting: A Guide to Getting Your Expertise Used;Peter Block;JOHN WILEY AND SONS INC;4.5;64;FALSE;FALSE;Nonfiction;2023
The Sociopath Next Door;Martha Stout Ph.D.;Random House LLC;4.4;12.99;FALSE;FALSE;Nonfiction;2005
Unleash the Power of Storytelling: Win Hearts, Change Minds, Get Results;Rob Biesenbach;Amazon.com Services LLC;4.4;9.99;FALSE;FALSE;Nonfiction;2018
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!;JJ Smith;Simon and Schuster Digital Sales Inc;4.7;13.99;FALSE;FALSE;Nonfiction;2014
Options Trading For Dummies;Joe Duarte;JOHN WILEY AND SONS INC;4.4;18;FALSE;FALSE;Nonfiction;2021
The Greatest Summer in Baseball History: How the '73 Season Changed Us Forever;John Rosengren;Amazon.com Services LLC;4.3;7.99;FALSE;FALSE;Nonfiction;2023
7 Rules of Power: Surprising--but True--Advice on How to Get Things Done and Advance Your Career;Jeffery Pfeffer;Penguin Random House Publisher Services;4.6;12.99;FALSE;FALSE;Nonfiction;2022
13 Things Mentally Strong People Don't Do: Take Back Your Power, Embrace Change, Face Your Fears, and Train Your Brain for Happiness and Success;Amy Morin;HarperCollins Publishers;4.6;13.49;TRUE;FALSE;Nonfiction;2014
Addressing Cultural Complexities in Counseling and Clinical Practice: An Intersectional Approach;Pamela A. Hays;Amazon.com Services LLC;5;76.49;FALSE;FALSE;Nonfiction;2022
Richer, Wiser, Happier: How the World's Greatest Investors Win in Markets and Life;William Green;Simon and Schuster Digital Sales Inc;4.7;14.99;FALSE;FALSE;Nonfiction;2021
Difficult Conversations: How to Discuss What Matters Most;Douglas Stone;Penguin Group (USA) LLC;5;13.99;FALSE;FALSE;Nonfiction;2023
Day Trading for a Living;Andrew Aziz;Amazon.com Services LLC;4.6;3.99;TRUE;TRUE;Nonfiction;2018
This Was Meant to Find You: When You Needed It Most;Charlotte Freeman;Amazon.com Services LLC;4.8;9.99;FALSE;FALSE;Nonfiction;2023
Gap Selling: Getting the Customer to Yes: How Problem-Centric Selling Increases Sales by Changing Everything You Know About Relationships, Overcoming Objections, Closing and Price;Keenan;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Nonfiction;2018
Everything Is Figureoutable;Marie Forleo;Penguin Group (USA) LLC;4.7;8.99;FALSE;FALSE;Nonfiction;2019
"The ""I Don't Want to Cook"" Book: 100 Tasty, Healthy, Low-Prep Recipes for When You Just Don't Want to Cook (I Don’t Want to Cook)";Alyssa Brantley;Simon and Schuster Digital Sales Inc;4.3;10.99;TRUE;TRUE;Nonfiction;2022
Nature Wants Us to Be Fat: The Surprising Science Behind Why We Gain Weight and How We Can Prevent--and Reverse--It;Richard J. Johnson;Penguin Random House Publisher Services;4.6;12.99;FALSE;FALSE;Nonfiction;2022
The 30-Minute Mediterranean Diet Cookbook: 101 Easy, Flavorful Recipes for Lifelong Health;Deanna Segrave-Daly RD;Amazon.com Services LLC;4.4;2.99;TRUE;FALSE;Nonfiction;2018
The Unspoken Rules: Secrets to Starting Your Career Off Right;Gorick Ng;Amazon.com Services LLC;4.7;12.99;FALSE;FALSE;Nonfiction;2021
Co-Active Coaching, Fourth Edition: The proven framework for transformative conversations at work and in life;Henry Kimsey-House;Hachette Book Group;4.7;19.99;FALSE;FALSE;Nonfiction;2018
The Game: 41 Shades of Men: The Pursuit to Subdue and Use You;Princella L.R. Clark;Amazon.com Services LLC;4.4;9.99;TRUE;FALSE;Nonfiction;2023
The Alcohol Experiment: Expanded Edition: A 30-Day, Alcohol-Free Challenge To Interrupt Your Habits and Help You Take Control;Annie Grace;Penguin Group (USA) LLC;4.7;10.99;FALSE;FALSE;Nonfiction;2020
How Women Rise: Break the 12 Habits Holding You Back from Your Next Raise, Promotion, or Job;Sally Helgesen;Hachette Book Group;4.7;16.99;FALSE;FALSE;Nonfiction;2018
Let's Eat: 101 Recipes to Fill Your Heart & Home;Dan Pelosi;Amazon.com Services LLC;4.9;11.49;FALSE;FALSE;Nonfiction;2023
While I'm Falling;Laura Moriarty;Hachette Book Group;3.9;9.99;FALSE;FALSE;Nonfiction;2009
A Beginner's Guide to the Stock Market;Matthew R. Kratter;Amazon.com Services LLC;4.4;0.99;TRUE;FALSE;Nonfiction;2019
Upstream: The Quest to Solve Problems Before They Happen;Dan Heath;Simon and Schuster Digital Sales Inc;4.6;14.99;FALSE;FALSE;Nonfiction;2020
His Needs, Her Needs: Making Romantic Love Last;Willard F. Harley;Amazon.com Services LLC;4.6;14.99;FALSE;FALSE;Nonfiction;2022
Mastering The Market Cycle: Getting the Odds on Your Side;Howard Marks;HarperCollins Publishers;4.4;15.99;TRUE;TRUE;Nonfiction;2018
Pirate Money: Discovering the Founders’ Hidden Plan for Economic Justice and Defeating the Great Reset;Kevin D. Freeman;Amazon.com Services LLC;4.8;9.99;FALSE;TRUE;Nonfiction;2023
Automate Your Busywork: Do Less, Achieve More, and Save Your Brain for the Big Stuff;Aytekin Tank;JOHN WILEY AND SONS INC;4;17;FALSE;FALSE;Nonfiction;2023
Psychology;David G. Myers;Macmillan Higher Education;4.5;72.16;FALSE;FALSE;Nonfiction;2020
Payments Systems in the U.S. - Third Edition: A Guide for the Payments Professional;Carol Coye Benson;Amazon.com Services LLC;4.5;9.95;FALSE;FALSE;Nonfiction;2017
Delay, Don't Deny: Living an Intermittent Fasting Lifestyle;Gin Stephens;Amazon.com Services LLC;4.6;9.99;FALSE;FALSE;Nonfiction;2016
Coaching From Essence: Create a Thriving Practice Doing Powerful Work With Clients You Love;Robert Ellis;Amazon.com Services LLC;4.9;9.95;TRUE;FALSE;Nonfiction;2023
Great Leads: The Six Easiest Ways to Start Any Sales Message;Michael Masterson;Amazon.com Services LLC;4.8;8.99;FALSE;FALSE;Nonfiction;2011
Plunder: Private Equity's Plan to Pillage America;Brendan Ballou;Hachette Book Group;4.4;3.99;FALSE;FALSE;Nonfiction;2023
How to Work with (Almost) Anyone: Five Questions for Building the Best Possible Relationships;Michael Bungay Stanier;Amazon.com Services LLC;4.6;9.99;FALSE;FALSE;Nonfiction;2023
Stocks for the Long Run: The Definitive Guide to Financial Market Returns & Long-Term Investment Strategies, Sixth Edition;Jeremy J. Siegel;Amazon.com Services LLC;4.7;29.99;FALSE;FALSE;Nonfiction;2022
Sunrise With The Silver Surfers: The funny, feel-good, uplifting read from Maddie Please for 2023;Maddie Please;Amazon.com Services LLC;4.5;4.99;TRUE;FALSE;Nonfiction;2023
How to Invest: Masters on the Craft;David M. Rubenstein;Simon and Schuster Digital Sales Inc;4.3;14.99;FALSE;FALSE;Nonfiction;2022
The Big Stick: Collected and Applied Wisdom from the Teachings of Dr. Robert Glover;Tony Endelman;Amazon.com Services LLC;5;9.99;FALSE;FALSE;Nonfiction;2023
Bake It Better: 70 Show-Stopping Recipes to Level Up Your Baking Skills;Matt Adlard;Penguin Group (USA) LLC;4.8;12.99;FALSE;FALSE;Nonfiction;2023
Conversations on Love: Lovers, Strangers, Parents, Friends, Endings, Beginnings;Natasha Lunn;Penguin Group (USA) LLC;4.5;14.99;FALSE;FALSE;Nonfiction;2022
CO-DEPENDENTS ANONYMOUS;CoDA;Amazon.com Services LLC;4.8;7.99;FALSE;FALSE;Nonfiction;2012
Every Shot Must Have a Purpose: How GOLF54 Can Make You a Better Player;Pia Nilsson;Penguin Group (USA) LLC;4.6;11.99;FALSE;FALSE;Nonfiction;2005
The Reset Factor: 45 Days to Transforming Your Health by Repairing Your Gut;Mindy Pelz;Amazon.com Services LLC;4.5;2.99;TRUE;TRUE;Nonfiction;2015
Siemens NX 10 Nastran: Tutorials for Beginners and Advanced Users;Jaecheol Koh;Amazon.com Services LLC;4.5;59;FALSE;FALSE;Nonfiction;2022
The Old Ducks' Club: The #1 bestselling laugh-out-loud, feel-good read;Maddie Please;Amazon.com Services LLC;4.5;2.99;TRUE;FALSE;Nonfiction;2021
The Anxious Hearts Guide: Rising Above Anxious Attachment;Rikki Cloos;Amazon.com Services LLC;4.6;9.99;FALSE;FALSE;Nonfiction;2022
The Blue Zones American Kitchen: 100 Recipes to Live to 100 (Blue Zones, The);Dan Buettner;Disney Book Group;4.2;15.99;FALSE;FALSE;Nonfiction;2022
Love Yourself Like Your Life Depends on It;Kamal Ravikant;HarperCollins Publishers;4.5;16.99;TRUE;FALSE;Nonfiction;2020
The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials);Peter F. Drucker;HarperCollins Publishers;4.5;13.49;FALSE;FALSE;Nonfiction;2017
Bargaining for Advantage: Negotiation Strategies for Reasonable People;G. Richard Shell;Penguin Group (USA) LLC;4.5;9.99;FALSE;FALSE;Nonfiction;2006
Abuela's Plant-Based Kitchen: Vegan Cuisine Inspired by Latin & Caribbean Family Recipes;Karla Salinari;Simon & Schuster Digital Sales Inc.;4.8;19.99;FALSE;TRUE;Nonfiction;2023
Kiss Your Dentist Goodbye: A Do-It-Yourself Mouth Care System for Healthy, Clean Gums and Teeth;Ellie Phillips DDS;Amazon.com Services LLC;4.5;6.99;FALSE;FALSE;Nonfiction;2012
Obviously Awesome: How to Nail Product Positioning so Customers Get It, Buy It, Love It;April Dunford;Amazon.com Services LLC;4.6;7;FALSE;FALSE;Nonfiction;2019
Principles for Navigating Big Debt Crises;Ray Dalio;Simon and Schuster Digital Sales Inc;4.6;29.99;FALSE;FALSE;Nonfiction;2022
The Power of Attachment: How to Create Deep and Lasting Intimate Relationships;Ph.D. Poole Heller, Diane;Macmillan;4.7;8.99;TRUE;FALSE;Nonfiction;2019
Getting Past Your Past: Take Control of Your Life with Self-Help Techniques from EMDR Therapy;Francine Shapiro;Random House LLC;4.6;14.99;FALSE;FALSE;Nonfiction;2013
The Relationship Cure: A 5 Step Guide to Strengthening Your Marriage, Family, and Friendships;John Gottman;Random House LLC;4.5;9.99;FALSE;FALSE;Nonfiction;2017
Oh Miriam!: Stories from an Extraordinary Life;Miriam Margolyes;Hachette Book Group;4.5;12.99;FALSE;FALSE;Nonfiction;2023
ROAR: How to Match Your Food and Fitness to Your Unique Female Physiology for Optimum Performance, Great Health, and a Strong, Lean Body for Life;Stacy T. Sims;Random House LLC;4.6;11.99;FALSE;FALSE;Nonfiction;2016
Essentials of Classic Italian Cooking: 30th Anniversary Edition: A Cookbook;Marcella Hazan;Random House LLC;4.7;12.99;FALSE;FALSE;Nonfiction;2011
Common Stocks and Uncommon Profits and Other Writings (Wiley Investment Classics);Philip A. Fisher;JOHN WILEY AND SONS INC;4.6;15;FALSE;FALSE;Nonfiction;2015
Think and Grow Rich: Original Classic Edition;Napoleon Hill;Amazon.com Services LLC;4.7;0.99;TRUE;FALSE;Nonfiction;2019
Turning Pro;Steven Pressfield;Amazon.com Services LLC;4.5;9.99;FALSE;FALSE;Nonfiction;2012
Real Food for Gestational Diabetes: An Effective Alternative to the Conventional Nutrition Approach;Lily Nichols;Amazon.com Services LLC;4.6;9.99;FALSE;FALSE;Nonfiction;2015
Practical Programming for Strength Training;Mark Rippetoe;Amazon.com Services LLC;4.8;9.99;FALSE;FALSE;Nonfiction;2014
Tartine Bread;Chad Robertson;Amazon.com Services LLC;4.8;14.99;TRUE;FALSE;Nonfiction;2013
Tribe Of Mentors: Short Life Advice from the Best in the World;Timothy Ferriss;HarperCollins Publishers;4.6;19.99;TRUE;FALSE;Nonfiction;2017
The Copywriter's Handbook: A Step-By-Step Guide To Writing Copy That Sells (4th Edition);Robert W. Bly;Macmillan;4.6;11.99;FALSE;FALSE;Nonfiction;2020
The Orchard Girls: The heartbreaking and unputdownable World War 2 romance;Nikola Scott;Hachette Book Group;4.5;0;FALSE;FALSE;Nonfiction;2021
Half Baked Harvest Every Day: Recipes for Balanced, Flexible, Feel-Good Meals: A Cookbook;Tieghan Gerard;Random House LLC;4.8;4.99;FALSE;FALSE;Nonfiction;2022
SPSS Survival Manual: A Step by Step Guide to Data Analysis using IBM SPSS;Julie Pallant;Amazon.com Services LLC;4.7;46.39;FALSE;FALSE;Nonfiction;2020
The Complete Anti-Inflammatory Diet for Beginners: A No-Stress Meal Plan with Easy Recipes to Heal the Immune System;Dorothy Calimeris;Amazon.com Services LLC;4.4;6.99;TRUE;TRUE;Nonfiction;2017
The Surrendered Wife: A Practical Guide for Finding Intimacy, Passion and Peace with a Man;Laura Doyle;Simon and Schuster Digital Sales Inc;4.5;14.99;FALSE;FALSE;Nonfiction;2001
Duff Bakes: Think and Bake Like a Pro at Home;Duff Goldman;HarperCollins Publishers;4.7;19.99;FALSE;TRUE;Nonfiction;2015
Exactly What to Say: For Real Estate Agents;Phil M Jones;Amazon.com Services LLC;4.7;7.99;FALSE;TRUE;Nonfiction;2019
The Starch Solution: Eat the Foods You Love, Regain Your Health, and Lose the Weight for Good!;John McDougall;Random House LLC;4.6;7.99;FALSE;FALSE;Nonfiction;2013
The Secret to Wholesaling Real Estate Virtually!: With Just a Laptop, a Phone and Internet;King Khang;Amazon.com Services LLC;4.9;1.99;TRUE;FALSE;Nonfiction;2023
It's Not Always Depression: Working the Change Triangle to Listen to the Body, Discover Core Emotions, and Connect to Your Authentic Self;Hilary Jacobs Hendel;Random House LLC;4.7;12.99;FALSE;FALSE;Nonfiction;2018
Atomic Attraction: The Psychology of Attraction;Christopher Canwell;Amazon.com Services LLC;4.6;9.99;FALSE;FALSE;Nonfiction;2017
PlantYou: 140+ Ridiculously Easy, Amazingly Delicious Plant-Based Oil-Free Recipes;Carleigh Bodrug;Hachette Book Group;4.7;15.99;FALSE;FALSE;Nonfiction;2022
Eater: 100 Essential Restaurant Recipes from the Authority on Where to Eat and Why It Matters;Eater,;Amazon.com Services LLC;3.7;19.99;FALSE;FALSE;Nonfiction;2023
The Heart of Yoga: Developing a Personal Practice;T. K. V. Desikachar;Simon & Schuster Digital Sales Inc.;4.7;13.99;FALSE;FALSE;Nonfiction;1999
The Expectation Effect: How Your Mindset Can Change Your World;David Robson;Macmillan;4.6;12.99;FALSE;FALSE;Nonfiction;2022
Saveur: The New Classics Cookbook: More than 1,000 of the world's best recipes for today's kitchen;The Editors of Saveur Magazine;Amazon.com Services LLC;4.5;0;FALSE;FALSE;Nonfiction;2020
End Your Carb Confusion: A Simple Guide to Customize Your Carb Intake for Optimal Health;Dr. Eric Westman;Penguin Random House Publisher Services;4.6;9.99;FALSE;FALSE;Nonfiction;2020
The Sales Acceleration Formula: Using Data, Technology, and Inbound Selling to go from $0 to $100 Million;Mark Roberge;JOHN WILEY AND SONS INC;4.6;16;FALSE;FALSE;Nonfiction;2015
Traction: How Any Startup Can Achieve Explosive Customer Growth;Gabriel Weinberg;Penguin Group (USA) LLC;4.5;4.99;FALSE;FALSE;Nonfiction;2015
Charting and Technical Analysis;Fred McAllen;Amazon.com Services LLC;4.6;5.99;TRUE;FALSE;Nonfiction;2012
The Willpower Instinct: How Self-Control Works, Why It Matters, and What You Can Do to Get More of It;Kelly McGonigal Ph.D.;Penguin Group (USA) LLC;4.6;14.99;FALSE;FALSE;Nonfiction;2011
Voices of Recovery: A Daily Reader, Second Edition;Overeaters Anonymous;Amazon.com Services LLC;4.9;9.99;FALSE;FALSE;Nonfiction;2022
Alchemy: The Dark Art and Curious Science of Creating Magic in Brands, Business, and Life;Rory Sutherland;HarperCollins Publishers;4.6;1.99;FALSE;FALSE;Nonfiction;2019
Crucial Accountability: Tools for Resolving Violated Expectations, Broken Commitments, and Bad Behavior, Second Edition;Kerry Patterson;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Nonfiction;2013
The Secret of Cooking: Recipes for an Easier Life in the Kitchen;Bee Wilson;Amazon.com Services LLC;4;19.99;FALSE;FALSE;Nonfiction;2023
The Mystery Method: How to Get Beautiful Women Into Bed;Mystery;Macmillan;4.4;11.99;TRUE;FALSE;Nonfiction;2007
Narcotics Anonymous;Narcotics Anon;Amazon.com Services LLC;4.8;10.99;FALSE;FALSE;Nonfiction;2012
INVISIBLE MAN;Ralph Ellison;Amazon.com Services LLC;4.5;0;FALSE;FALSE;Nonfiction;2022
Close Your Wealth Gap: Financial Lessons to Upgrade Your Life;Rob Luna;JOHN WILEY AND SONS INC;4;18;FALSE;FALSE;Nonfiction;2023
A Day That Changed Everything: The perfect uplifting read;Beth Moran;Amazon.com Services LLC;4.4;2.99;TRUE;FALSE;Nonfiction;2020
Scrum: The Art of Doing Twice the Work in Half the Time;Jeff Sutherland;Random House LLC;4.6;16.99;FALSE;FALSE;Nonfiction;2014
Cu-RE Your Fatigue: The Root Cause and How To Fix It On Your Own;Morley M. Robbins;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Nonfiction;2021
Facing the Shadows 3rd Edition: Starting Sexual and Relationship Recovery;Patrick Carnes;Amazon.com Services LLC;4.6;19.95;FALSE;FALSE;Nonfiction;2021
The Whole Body Reset: Your Weight-Loss Plan for a Flat Belly, Optimum Health & a Body You'll Love at Midlife and Beyond;Stephen Perrine;Simon and Schuster Digital Sales Inc;4.2;14.99;FALSE;FALSE;Nonfiction;2022
The Ultimate Meal-Prep Cookbook: One Grocery List. A Week of Meals. No Waste.;America's Test Kitchen;Penguin Random House Publisher Services;4.5;17.99;FALSE;FALSE;Nonfiction;2021
Long-Distance Real Estate Investing: How to Buy, Rehab, and Manage Out-of-State Rental Properties;David M Greene;Amazon.com Services LLC;4.7;11.49;FALSE;FALSE;Nonfiction;2017
Growing Up as the Scapegoat to a Narcissistic Parent: A Guide to Healing;Jay Reid;Amazon.com Services LLC;4.6;9.99;FALSE;FALSE;Nonfiction;2023
Get Your Assets to Work: 4 Steps to Build Generational Wealth;Curtis Haines;Amazon.com Services LLC;5;4.99;TRUE;FALSE;Nonfiction;2023
Mastering 'Metrics: The Path from Cause to Effect;Joshua D. Angrist;Amazon.com Services LLC;4.6;27.99;FALSE;FALSE;Nonfiction;2014
The Scale Does Not Lie, People Do.: Reversing obesity now.;Younan Nowzaradan;Amazon.com Services LLC;4.5;24.95;FALSE;FALSE;Nonfiction;2019
Intellectual Property in the New Technological Age 2023 Vol. II Copyrights, Trademarks and State IP Protections;Peter Menell;Amazon.com Services LLC;5;9.99;FALSE;FALSE;Nonfiction;2023
No Bullsh*t Strategy: A Founder’s Guide to Gaining Competitive Advantage with a Strategy That Actually Works;Alex M H Smith;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Nonfiction;2023
Whole Again: Healing Your Heart and Rediscovering Your True Self After Toxic Relationships and Emotional Abuse;Jackson MacKenzie;Penguin Group (USA) LLC;4.7;13.99;FALSE;FALSE;Nonfiction;2019
Decisive: How to Make Better Choices in Life and Work;Chip Heath;Random House LLC;4.5;11.99;FALSE;FALSE;Nonfiction;2013
The Diary of a Young Girl: The Definitive Edition;Anne Frank;Amazon.com Services LLC;4.7;0;FALSE;FALSE;Nonfiction;2022
Exactly What to Say: The Magic Words for Influence and Impact;Phil M Jones;Amazon.com Services LLC;4.5;7.99;FALSE;FALSE;Nonfiction;2017
The Flavor Bible: The Essential Guide to Culinary Creativity, Based on the Wisdom of America's Most Imaginative Chefs;Andrew Dornenburg;Hachette Book Group;4.7;14.99;FALSE;FALSE;Nonfiction;2008
Harvey Penick's Little Red Book: Lessons And Teachings From A Lifetime In Golf;Harvey Penick;Simon and Schuster Digital Sales Inc;4.7;13.99;FALSE;FALSE;Nonfiction;2011
The Soul of Money: Transforming Your Relationship with Money and Life;Lynne Twist;Amazon.com Services LLC;4.6;9.99;FALSE;FALSE;Nonfiction;2017
Power: Why Some People Have It—and Others Don't;Jeffery Pfeffer;HarperCollins Publishers;4.4;18.99;FALSE;FALSE;Nonfiction;2010
The Twelve Steps and Twelve Traditions of Overeaters Anonymous, Second Edition;Overeaters Anonymous;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Nonfiction;2018
Healing ADD Revised Edition: The Breakthrough Program that Allows You to See and Heal the 7 Types of ADD;Daniel G. Amen;Penguin Group (USA) LLC;4.6;12.99;FALSE;FALSE;Nonfiction;2013
Sell or Be Sold: How to Get Your Way in Business and in Life;Grant Cardone;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Nonfiction;2012
The Win Without Pitching Manifesto;Blair Enns;Amazon.com Services LLC;4.8;9.99;FALSE;FALSE;Nonfiction;2019
Solving the Procrastination Puzzle: A Concise Guide to Strategies for Change;Timothy A. Pychyl;Penguin Group (USA) LLC;4.5;11.99;FALSE;FALSE;Nonfiction;2013
Fierce Conversations: Achieving Success at Work and in Life One Conversation at a Time;Susan Scott;Penguin Group (USA) LLC;4.6;13.99;FALSE;FALSE;Nonfiction;2004
I Should Be Writing: A Writer's Workshop;Mur Lafferty;Amazon.com Services LLC;4.3;9.99;FALSE;FALSE;Nonfiction;2022
How to Avoid Falling in Love with a Jerk: The Foolproof Way to Follow Your Heart Without Losing Your Mind;John Van Epp;Amazon.com Services LLC;4.7;9.99;FALSE;FALSE;Nonfiction;2008
Impact Players: How to Take the Lead, Play Bigger, and Multiply Your Impact;Liz Wiseman;HarperCollins Publishers;4.6;19.99;FALSE;FALSE;Nonfiction;2021
How Brands Grow: What Marketers Don't Know;Byron Sharp;Amazon.com Services LLC;4.5;26.99;FALSE;FALSE;Nonfiction;2019
Encyclopedia of Counseling: Master Review and Tutorial for the National Counselor Examination, State Counseling Exams, and the Counselor Preparation Comprehensive Examination;Howard Rosenthal;Amazon.com Services LLC;4.8;20.69;FALSE;FALSE;Nonfiction;2017
The Cook's Book: Recipes for Keeps & Essential Techniques to Master Everyday Cooking;Bri McKoy;Amazon.com Services LLC;5;22.99;FALSE;FALSE;Nonfiction;2023
The How Not to Die Cookbook: 100+ Recipes to Help Prevent and Reverse Disease;Michael Greger M.D.;Macmillan;4.6;15.99;TRUE;FALSE;Nonfiction;2017
Self-Care for Adult Children of Emotionally Immature Parents: Honor Your Emotions, Nurture Your Self, and Live with Confidence;Lindsay C. Gibson;Amazon.com Services LLC;4.8;9.99;FALSE;FALSE;Nonfiction;2021
The Trusted Advisor: 20th Anniversary Edition;David H. Maister;Simon and Schuster Digital Sales Inc;4.5;13.99;FALSE;FALSE;Nonfiction;2001
Lidia's From Our Family Table to Yours: More Than 100 Recipes Made with Love for All Occasions: A Cookbook;Lidia Matticchio Bastianich;Random House LLC;5;18.99;FALSE;FALSE;Nonfiction;2023
Life in the Fasting Lane: How to Make Intermittent Fasting a Lifestyle—and Reap the Benefits of Weight Loss and Better Health;Dr. Jason Fung;HarperCollins Publishers;4.6;19.49;FALSE;FALSE;Nonfiction;2020
How Am I Doing?: 40 Conversations to Have with Yourself;Dr. Corey Yeager;HarperCollins Publishing;4.7;11.99;FALSE;FALSE;Nonfiction;2022
F*CK Him!: Nice Girls Always Finish Single;Brian Nox;Amazon.com Services LLC;4.6;4.47;TRUE;FALSE;Nonfiction;2016
Get Out of Your Own Way: Overcoming Self-Defeating Behavior:;Mark Goulston;Amazon.com Services LLC;4.5;4.92;FALSE;FALSE;Nonfiction;2021
Soundtracks: The Surprising Solution to Overthinking (Overcome Toxic Thought Patterns and Take Control of Your Mindset);Jon Acuff;Amazon.com Services LLC;4.8;14.22;FALSE;FALSE;Nonfiction;2021
The Microbiome Connection: Your Guide to IBS, SIBO, and Low-Fermentation Eating;Mark A. Pimentel;Amazon.com Services LLC;4.6;11.99;FALSE;FALSE;Nonfiction;2022
The New Millionaire's Playbook: 7 Keys to Unlock Freedom, Purpose, and Abundance;Gordy Bal;Penguin Random House Publisher Services;4.8;12.99;FALSE;FALSE;Nonfiction;2023
Investment Banking: Valuation, LBOs, M&A, and IPOs (Book + Valuation Models) (Wiley Finance);Joshua Rosenbaum;JOHN WILEY AND SONS INC;4.7;76;FALSE;FALSE;Nonfiction;2022
